Piano Sonata No.11 - Rondo alla Turca (Enhanced Export)
Generated UTC: 2025-09-18T05:05:26.838921
Source: HAHA.musicxml
Linear measures: 233
Events: 2631
---
time_sec	dur_sec	hand	pitches_sci	dyn	art
199.250	0.250	LH	C4		
199.250	0.250	RH	E5		
199.500	0.250	LH	E4		
199.500	0.250	RH	C5		staccato
199.750	0.250	LH	C4		
199.750	0.250	RH	E5		
200.000	0.250	LH	E4		
200.000	0.125	RH	F5		
200.125	0.125	RH	E5		
200.250	0.250	LH	C4		
200.250	0.125	RH	D5		
200.375	0.125	RH	C5		
200.500	0.250	LH	E4		
200.500	0.500	RH	G#4		
200.750	0.250	LH	A3		
201.000	0.250	LH	C4		
201.000	0.625	RH	B4		
201.250	0.250	LH	E4		
201.500	0.250	LH	C4		
201.625	0.125	RH	A4		
201.750	0.250	LH	E4		
201.750	0.125	RH	G#4		
201.875	0.125	RH	A4		
202.000	0.250	LH	C4		
202.000	0.250	RH	C5		staccato
202.250	0.250	LH	E4		
202.250	0.250	RH	rest		
202.500	0.250	LH	A3		
202.500	0.125	RH	D5		
202.625	0.125	RH	C5		
202.750	0.250	LH	C4		
202.750	0.125	RH	B4		
202.875	0.125	RH	C5		
203.000	0.250	LH	E4		
203.000	0.250	RH	E5		staccato
203.250	0.250	LH	A3		
203.250	0.250	RH	rest		
203.500	0.250	LH	C4		
203.500	0.125	RH	F5		
203.625	0.125	RH	E5		
203.750	0.250	LH	E4		
203.750	0.125	RH	D#5		
203.875	0.125	RH	E5		
204.000	0.250	LH	F3		
204.000	0.125	RH	B5		
204.125	0.125	RH	A5		
204.250	0.250	LH	A3		
204.250	0.125	RH	G#5		
204.375	0.125	RH	A5		
204.500	0.250	LH	D#4		
204.500	0.125	RH	B5		
204.625	0.125	RH	A5		
204.750	0.250	LH	A3		
204.750	0.125	RH	G#5		
204.875	0.125	RH	A5		
205.000	0.250	LH	D#4		
205.000	0.500	RH	C6		
205.250	0.250	LH	A3		
205.500	0.250	LH	D#4		
205.500	0.250	RH	A5		staccato
205.750	0.250	LH	E3		
205.750	0.250	RH	B5		staccato
206.000	0.250	LH	A3		
206.000	0.250	RH	C6		staccato
206.250	0.250	LH	E4		
206.250	0.250	RH	B5		staccato
206.500	0.250	LH	D3		
206.500	0.250	RH	A5		staccato
206.750	0.250	LH	F3		
206.750	0.250	RH	G#5		staccato
207.000	0.250	LH	B3		
207.000	0.250	RH	A5		staccato
207.250	0.250	LH	C3		
207.250	0.250	RH	E5		staccato
207.500	0.250	LH	E3		
207.500	0.250	RH	F5		staccato
207.750	0.250	LH	A3		
207.750	0.250	RH	D5		staccato
208.000	0.250	LH	D3		
208.000	0.500	RH	C5		
208.250	0.250	LH	F3		
208.500	0.250	LH	B3		
208.500	0.375	RH	B4		
208.750	0.250	LH	E3		
208.875	0.062	RH	A4		
208.938	0.062	RH	B4		
209.000	0.250	LH	A3		
209.000	0.062	RH	C5		
209.062	0.062	RH	B4		
209.125	0.062	RH	C5		
209.188	0.062	RH	B4		
209.250	0.250	LH	E3		
209.250	0.062	RH	C5		
209.312	0.062	RH	B4		
209.375	0.500	RH	A4		
209.500	0.250	LH	A3		
209.750	0.250	LH	E3		
209.875	0.250	RH	C5		staccato
210.000	0.250	LH	G#3		
210.125	0.250	RH	E5		
210.250	0.250	LH	E3		
210.375	0.250	RH	D5		staccato
210.500	0.250	LH	G#3		
210.625	0.250	RH	F5		
210.750	0.500	LH	A2		
210.875	0.250	RH	E5		staccato
211.125	0.250	RH	G5		
211.250	0.500	LH	A3		
211.375	0.250	RH	E5		staccato
211.625	0.250	RH	G5		
211.750	0.500	LH	rest		
211.875	0.125	RH	A5		
212.000	0.125	RH	G5		
212.125	0.125	RH	F5		
212.250	0.250	LH	C3		
212.250	0.125	RH	E5		
212.375	0.500	RH	D5		
212.500	0.250	LH	C4		
212.750	0.250	LH	E3		
212.875	0.250	RH	C5		staccato
213.000	0.250	LH	E4		
213.125	0.250	RH	E5		
213.250	0.500	LH	G3		
213.375	0.250	RH	D5		staccato
213.625	0.250	RH	F5		
213.750	0.500	LH	rest		
213.875	0.250	RH	B4		
214.125	0.250	RH	G4		
214.250	0.250	LH	C3		
214.375	0.250	RH	E5		staccato
214.500	0.250	LH	C4		
214.625	0.250	RH	G5		
214.750	0.250	LH	E3		
214.875	0.250	RH	E5		staccato
215.000	0.250	LH	E4		
215.125	0.250	RH	G5		
215.250	0.500	LH	G3		
215.375	0.125	RH	A5		
215.500	0.125	RH	G5		
215.625	0.125	RH	F5		
215.750	0.500	LH	rest		
215.750	0.125	RH	E5		
215.875	0.500	RH	B4		
216.250	0.250	LH	A2		
216.375	0.500	RH	D5		
216.500	0.250	LH	A3		
216.750	0.250	LH	C3		
216.875	0.250	RH	A4		staccato
217.000	0.250	LH	C4		
217.125	0.250	RH	C5		
217.250	0.500	LH	E3		
217.375	0.250	RH	B4		staccato
217.625	0.250	RH	D5		
217.750	0.500	LH	rest		
217.875	0.250	RH	C5		staccato
218.125	0.250	RH	E5		
218.250	0.250	LH	A2		
218.375	0.250	RH	C5		staccato
218.500	0.250	LH	A3		
218.625	0.250	RH	E5		
218.750	0.250	LH	C3		
218.875	0.125	RH	F5		
219.000	0.250	LH	C4		
219.000	0.125	RH	E5		
219.125	0.125	RH	D5		
219.250	0.500	LH	E3		
219.250	0.125	RH	C5		
219.375	0.500	RH	B4		
219.750	0.500	LH	rest		
219.875	0.250	RH	A4		staccato
220.125	0.250	RH	C5		
220.250	0.250	LH	A3		
220.375	0.250	RH	B4		staccato
220.500	0.250	LH	C4		
220.625	0.250	RH	D5		
220.750	0.250	LH	E4		
220.875	0.250	RH	G#4		
221.000	0.250	LH	C4		
221.125	0.250	RH	E4		
221.250	0.250	LH	E4		
221.375	0.250	RH	C5		staccato
221.500	0.250	LH	C4		
221.625	0.250	RH	E5		
221.750	0.250	LH	E4		
221.875	0.250	RH	C5		staccato
222.000	0.250	LH	A3		
222.125	0.250	RH	E5		
222.250	0.250	LH	C4		
222.375	0.125	RH	F5		
222.500	0.250	LH	E4		
222.500	0.125	RH	E5		
222.625	0.125	RH	D5		
222.750	0.250	LH	C4		
222.750	0.125	RH	C5		
222.875	0.500	RH	G#4		
223.000	0.250	LH	E4		
223.250	0.250	LH	C4		
223.375	0.625	RH	B4		
223.500	0.250	LH	E4		
223.750	0.250	LH	A3		
224.000	0.250	LH	C4		
224.000	0.125	RH	A4		
224.125	0.125	RH	G#4		
224.250	0.250	LH	E4		
224.250	0.125	RH	A4		
224.375	0.250	RH	C5		staccato
224.500	0.250	LH	A3		
224.625	0.250	RH	rest		
224.750	0.250	LH	C4		
224.875	0.125	RH	D5		
225.000	0.250	LH	E4		
225.000	0.125	RH	C5		
225.125	0.125	RH	B4		
225.250	0.250	LH	F3		
225.250	0.125	RH	C5		
225.375	0.250	RH	E5		staccato
225.500	0.250	LH	A3		
225.625	0.250	RH	rest		
225.750	0.250	LH	D#4		
225.875	0.125	RH	F5		
